Original Title,Cited Articles
Discrete energy on rectifiable sets,Optimal measures for multivariate geometric potentials
Discrete energy on rectifiable sets,Gaussian beta ensembles: the perfect freezing transition and its characterization in terms of Beurling-Landau densities
Discrete energy on rectifiable sets,Energy on spheres and discreteness of minimizing measures
Discrete energy on rectifiable sets,Universal minima of discrete potentials for sharp spherical codes
Discrete energy on rectifiable sets,Absolute minima of potentials of certain regular spherical configurations
Discrete energy on rectifiable sets,Riesz s-Energy as a Diversity Indicator in Evolutionary Multi-Objective Optimization
Discrete energy on rectifiable sets,Balayage of Radon measures of infinite energy on locally compact spaces
Discrete energy on rectifiable sets,Low-energy points on the sphere and the real projective plane
Discrete energy on rectifiable sets,Enhancing diversity by local subset selection in evolutionary multiobjective optimization
Discrete energy on rectifiable sets,"Riesz capacity: monotonicity, continuity, diameter and volume"
Discrete energy on rectifiable sets,Inner Riesz pseudo-balayage and its applications to minimum energy problems with external fields
Discrete energy on rectifiable sets,Polarization and Greedy Energy on the Sphere
Discrete energy on rectifiable sets,On the solution of a Riesz equilibrium problem and integral identities for special functions
Discrete energy on rectifiable sets,MES-Loss: Mutually equidistant separation metric learning loss function
Discrete energy on rectifiable sets,An Analysis of the Preferences of Distribution Indicators in Evolutionary Multi-Objective Optimization
Discrete energy on rectifiable sets,On the logarithmic energy of points on
Discrete energy on rectifiable sets,Polarization problem on a higher-dimensional sphere for a simplex
Discrete energy on rectifiable sets,The kissing number in 48 dimensions for codes with certain forbidden distances is 52 416 000
Discrete energy on rectifiable sets,Approximation to uniform distribution in
Discrete energy on rectifiable sets,Fluctuations in the logarithmic energy for zeros of random polynomials on the sphere
Discrete energy on rectifiable sets,Intriguing property and counterfactual explanation of gan for remote sensing image generation
Discrete energy on rectifiable sets,On the theory of balayage on locally compact spaces and its applications
Discrete energy on rectifiable sets,Adapting Self-Supervised Learning for Computational Pathology
Discrete energy on rectifiable sets,Hierarchical contrastive representation for zero shot learning
Discrete energy on rectifiable sets,Energy bounds for weighted spherical codes and designs via linear programming
Discrete energy on rectifiable sets,Stolarsky's invariance principle for finite metric spaces
Discrete energy on rectifiable sets,Optimal Green energy points on the circles in d-space
Discrete energy on rectifiable sets,Towards a pareto front shape invariant multi-objective evolutionary algorithm using pair-potential functions
Discrete energy on rectifiable sets,Asymptotic properties of short-range interaction functionals
Discrete energy on rectifiable sets,Positive definiteness and the Stolarsky invariance principle
Discrete energy on rectifiable sets,Learning to Embed Distributions via Maximum Kernel Entropy
Discrete energy on rectifiable sets,Balls minimize moments of logarithmic and Newtonian equilibrium measures
Discrete energy on rectifiable sets,A Multi-Objective Evolutionary Algorithm Based on Uniformity and Diversity to Handle Regular and Irregular Pareto Front Shapes
Discrete energy on rectifiable sets,Sharp uniform-in-time mean-field convergence for singular periodic Riesz flows
Discrete energy on rectifiable sets,Aspects of Coulomb gases
Discrete energy on rectifiable sets,Wasserstein-infinity stability and mean field limit of discrete interaction energy minimizers
Discrete energy on rectifiable sets,Quasi-uniform designs with optimal and near-optimal uniformity constant
Discrete energy on rectifiable sets,A Lower Bound for the Logarithmic Energy on and for the Green Energy on
Discrete energy on rectifiable sets,Energy of codes with forbidden distances in 48 dimensions
Discrete energy on rectifiable sets,Instance-Variant Loss with Gaussian RBF Kernel for 3D Cross-modal Retriveal
Discrete energy on rectifiable sets,Absolute minima of potentials of a certain class of spherical designs
Discrete energy on rectifiable sets,On the search for tight frames of low coherence
Discrete energy on rectifiable sets,Weighted riesz particles
Discrete energy on rectifiable sets,Discrete-to-continuum limits of interacting particle systems in one dimension with collisions
Discrete energy on rectifiable sets,Semidefinite programming bounds for distance distribution of spherical codes
Discrete energy on rectifiable sets,Energy bounds for codes in polynomial metric spaces
Discrete energy on rectifiable sets,Hausdorff measure and decay rate of Riesz capacity
Discrete energy on rectifiable sets,UMOEA/D: A Multiobjective Evolutionary Algorithm for Uniform Pareto Objectives based on Decomposition
Discrete energy on rectifiable sets,An overview of pair-potential functions for multi-objective optimization
Discrete energy on rectifiable sets,Phase transitions in one-dimensional Riesz gases with long-range interaction
Discrete energy on rectifiable sets,Large Deviations Principle for the tagged empirical field of a general interacting gas
Discrete energy on rectifiable sets,Random commuting matrices
Discrete energy on rectifiable sets,A note on energy minimization in dimension 2
Spectra of graphs,The structure and dynamics of multilayer networks
Spectra of graphs,Recent developments on the power graph of finite groups–a survey
Spectra of graphs,Tensor analysis: spectral theory and special tensors
Spectra of graphs,Fundamentals of brain network analysis
Spectra of graphs,Persistent spectral theory-guided protein engineering
Spectra of graphs,Graph energy
Spectra of graphs,Distance spectra of graphs: A survey
Spectra of graphs,A predictive network model of cerebral cortical connectivity based on a distance rule
Spectra of graphs,"The computational complexity of the restricted isometry property, the nullspace property, and related concepts in compressed sensing"
Spectra of graphs,Handbook of linear algebra
Spectra of graphs,Linear algebra and optimization for machine learning
Spectra of graphs,Erdos–Ko–Rado theorems: algebraic approaches
Spectra of graphs,Matrix methods in data mining and pattern recognition
Spectra of graphs,Robustness and disturbances in public transport
